1860-69;1870-79;1880-89;1890-99;1900-09;1910-19;1920-29;1930-39;1940-49;1950-59;1960-69
Honkanen,8;Honkanen,10;Honkanen,14;Honkanen,20;Honkanen,35;Honkanen,52;Honkanen,65;Honkanen,72;Honkanen,75;Honkanen,72;Honkanen,70
Huotari,15;Huotari,16;Huotari,17;Huotari,18;Huotari,22;Huotari,28;Huotari,35;Huotari,40;Huotari,40;Huotari,38;Huotari,35
Huttunen,35;Huttunen,36;Huttunen,37;Huttunen,40;Huttunen,48;Huttunen,58;Huttunen,68;Huttunen,78;Huttunen,80;Huttunen,78;Huttunen,75
Hyvönen,28;Hyvönen,29;Hyvönen,30;Hyvönen,32;Hyvönen,38;Hyvönen,48;Hyvönen,58;Hyvönen,65;Hyvönen,68;Hyvönen,65;Hyvönen,62
Ikonen,30;Ikonen,31;Ikonen,32;Ikonen,35;Ikonen,42;Ikonen,52;Ikonen,62;Ikonen,70;Ikonen,72;Ikonen,70;Ikonen,68
Immonen,25;Immonen,26;Immonen,27;Immonen,30;Immonen,35;Immonen,42;Immonen,50;Immonen,55;Immonen,55;Immonen,52;Immonen,50
Inkinen,15;Inkinen,16;Inkinen,17;Inkinen,18;Inkinen,22;Inkinen,28;Inkinen,35;Inkinen,40;Inkinen,40;Inkinen,38;Inkinen,35
Isotalo,10;Isotalo,11;Isotalo,12;Isotalo,14;Isotalo,18;Isotalo,25;Isotalo,32;Isotalo,35;Isotalo,35;Isotalo,32;Isotalo,30
Itkonen,18;Itkonen,19;Itkonen,20;Itkonen,22;Itkonen,25;Itkonen,32;Itkonen,38;Itkonen,45;Itkonen,45;Itkonen,42;Itkonen,40
Jalava,0;Jalava,0;Jalava,2;Jalava,8;Jalava,18;Jalava,28;Jalava,35;Jalava,40;Jalava,40;Jalava,38;Jalava,35
Jalonen,1;Jalonen,2;Jalonen,5;Jalonen,12;Jalonen,22;Jalonen,32;Jalonen,40;Jalonen,45;Jalonen,45;Jalonen,42;Jalonen,40
Jantunen,15;Jantunen,16;Jantunen,17;Jantunen,18;Jantunen,22;Jantunen,28;Jantunen,35;Jantunen,40;Jantunen,40;Jantunen,38;Jantunen,35
Järvinen,0;Järvinen,2;Järvinen,12;Järvinen,35;Järvinen,85;Järvinen,120;Järvinen,140;Järvinen,145;Järvinen,140;Järvinen,130;Järvinen,120
Jokinen,2;Jokinen,5;Jokinen,15;Jokinen,40;Jokinen,85;Jokinen,115;Jokinen,130;Jokinen,135;Jokinen,130;Jokinen,125;Jokinen,115
Juntunen,25;Juntunen,26;Juntunen,27;Juntunen,30;Juntunen,35;Juntunen,45;Juntunen,55;Juntunen,62;Juntunen,65;Juntunen,62;Juntunen,60
Juvonen,15;Juvonen,16;Juvonen,17;Juvonen,18;Juvonen,22;Juvonen,28;Juvonen,35;Juvonen,40;Juvonen,40;Juvonen,38;Juvonen,35
Kallio,5;Kallio,8;Kallio,15;Kallio,28;Kallio,55;Kallio,85;Kallio,105;Kallio,115;Kallio,115;Kallio,110;Kallio,105
Kangas,15;Kangas,16;Kangas,18;Kangas,22;Kangas,32;Kangas,45;Kangas,55;Kangas,62;Kangas,65;Kangas,62;Kangas,60
Karhu,5;Karhu,6;Karhu,8;Karhu,12;Karhu,22;Karhu,32;Karhu,40;Karhu,45;Karhu,45;Karhu,42;Karhu,40
Karjalainen,35;Karjalainen,37;Karjalainen,40;Karjalainen,45;Karjalainen,55;Karjalainen,65;Karjalainen,75;Karjalainen,85;Karjalainen,88;Karjalainen,85;Karjalainen,82
Kauppinen,30;Kauppinen,31;Kauppinen,32;Kauppinen,35;Kauppinen,42;Kauppinen,52;Kauppinen,62;Kauppinen,70;Kauppinen,72;Kauppinen,70;Kauppinen,68
Kemppainen,32;Kemppainen,33;Kemppainen,34;Kemppainen,36;Kemppainen,42;Kemppainen,52;Kemppainen,65;Kemppainen,75;Kemppainen,78;Kemppainen,75;Kemppainen,72
Kinnunen,38;Kinnunen,39;Kinnunen,40;Kinnunen,42;Kinnunen,48;Kinnunen,55;Kinnunen,65;Kinnunen,75;Kinnunen,78;Kinnunen,75;Kinnunen,72
Koivisto,2;Koivisto,5;Koivisto,12;Koivisto,25;Koivisto,55;Koivisto,85;Koivisto,105;Koivisto,115;Koivisto,115;Koivisto,110;Koivisto,105
Koivula,1;Koivula,3;Koivula,8;Koivula,15;Koivula,32;Koivula,48;Koivula,58;Koivula,65;Koivula,65;Koivula,62;Koivula,60
Koivunen,1;Koivunen,2;Koivunen,6;Koivunen,14;Koivunen,28;Koivunen,42;Koivunen,52;Koivunen,58;Koivunen,58;Koivunen,55;Koivunen,52
Kokko,12;Kokko,13;Kokko,15;Kokko,18;Kokko,25;Kokko,35;Kokko,42;Kokko,48;Kokko,48;Kokko,45;Kokko,42
Kokkonen,15;Kokkonen,16;Kokkonen,17;Kokkonen,20;Kokkonen,28;Kokkonen,38;Kokkonen,48;Kokkonen,55;Kokkonen,58;Kokkonen,55;Kokkonen,52
Koponen,35;Koponen,36;Koponen,38;Koponen,42;Koponen,48;Koponen,58;Koponen,68;Koponen,78;Koponen,80;Koponen,78;Koponen,75
Korhonen,65;Korhonen,68;Korhonen,72;Korhonen,80;Korhonen,95;Korhonen,120;Korhonen,145;Korhonen,165;Korhonen,170;Korhonen,165;Korhonen,160
Koskinen,2;Koskinen,8;Koskinen,22;Koskinen,55;Koskinen,110;Koskinen,145;Koskinen,165;Koskinen,175;Koskinen,170;Koskinen,165;Koskinen,160
Kovanen,15;Kovanen,16;Kovanen,17;Kovanen,18;Kovanen,22;Kovanen,28;Kovanen,35;Kovanen,40;Kovanen,40;Kovanen,38;Kovanen,35
Kuosmanen,18;Kuosmanen,19;Kuosmanen,20;Kuosmanen,22;Kuosmanen,25;Kuosmanen,32;Kuosmanen,38;Kuosmanen,45;Kuosmanen,45;Kuosmanen,42;Kuosmanen,40
Kurki,15;Kurki,16;Kurki,18;Kurki,22;Kurki,28;Kurki,35;Kurki,42;Kurki,48;Kurki,48;Kurki,45;Kurki,42
Kuusela,0;Kuusela,1;Kuusela,4;Kuusela,10;Kuusela,25;Kuusela,38;Kuusela,48;Kuusela,55;Kuusela,55;Kuusela,52;Kuusela,50
Kuusisto,0;Kuusisto,2;Kuusisto,6;Kuusisto,14;Kuusisto,32;Kuusisto,48;Kuusisto,62;Kuusisto,72;Kuusisto,75;Kuusisto,72;Kuusisto,68
Laakso,2;Laakso,5;Laakso,12;Laakso,28;Laakso,55;Laakso,82;Laakso,102;Laakso,112;Laakso,110;Laakso,105;Laakso,100
Laaksonen,2;Laaksonen,6;Laaksonen,15;Laaksonen,35;Laaksonen,65;Laaksonen,95;Laaksonen,115;Laaksonen,125;Laaksonen,120;Laaksonen,115;Laaksonen,110
Lahti,12;Lahti,14;Lahti,18;Lahti,25;Lahti,42;Lahti,62;Lahti,78;Lahti,88;Lahti,90;Lahti,88;Lahti,85
Lahtinen,2;Lahtinen,8;Lahtinen,22;Lahtinen,52;Lahtinen,95;Lahtinen,130;Lahtinen,155;Lahtinen,165;Lahtinen,160;Lahtinen,150;Lahtinen,140
Laine,0;Laine,2;Laine,12;Laine,45;Laine,115;Laine,165;Laine,195;Laine,210;Laine,205;Laine,195;Laine,185
Laitinen,45;Laitinen,46;Laitinen,48;Laitinen,55;Laitinen,68;Laitinen,85;Laitinen,105;Laitinen,118;Laitinen,120;Laitinen,115;Laitinen,110
Lappalainen,32;Lappalainen,33;Lappalainen,35;Lappalainen,38;Lappalainen,45;Lappalainen,55;Lappalainen,68;Lappalainen,78;Lappalainen,82;Lappalainen,80;Lappalainen,78
Lassila,18;Lassila,19;Lassila,20;Lassila,22;Lassila,28;Lassila,38;Lassila,45;Lassila,52;Lassila,52;Lassila,50;Lassila,48
Laurila,20;Laurila,21;Laurila,23;Laurila,28;Laurila,38;Laurila,52;Laurila,65;Laurila,72;Laurila,72;Laurila,70;Laurila,68
Lehti,0;Lehti,1;Lehti,3;Lehti,8;Lehti,18;Lehti,28;Lehti,35;Lehti,40;Lehti,40;Lehti,38;Lehti,35
Lehtinen,1;Lehtinen,4;Lehtinen,15;Lehtinen,42;Lehtinen,95;Lehtinen,135;Lehtinen,155;Lehtinen,165;Lehtinen,160;Lehtinen,150;Lehtinen,140
Lehto,0;Lehto,2;Lehto,8;Lehto,18;Lehto,42;Lehto,65;Lehto,82;Lehto,92;Lehto,95;Lehto,92;Lehto,88
Lehtonen,1;Lehtonen,5;Lehtonen,18;Lehtonen,45;Lehtonen,105;Lehtonen,145;Lehtonen,165;Lehtonen,175;Lehtonen,170;Lehtonen,165;Lehtonen,160
Leino,0;Leino,1;Leino,5;Leino,15;Leino,38;Leino,58;Leino,75;Leino,85;Leino,85;Leino,82;Leino,80
Leinonen,35;Leinonen,36;Leinonen,38;Leinonen,42;Leinonen,50;Leinonen,62;Leinonen,75;Leinonen,85;Leinonen,88;Leinonen,85;Leinonen,82
Lepistö,4;Lepistö,5;Lepistö,8;Lepistö,14;Lepistö,25;Lepistö,38;Lepistö,48;Lepistö,55;Lepistö,55;Lepistö,52;Lepistö,50
Leppänen,28;Leppänen,29;Leppänen,32;Leppänen,38;Leppänen,52;Leppänen,68;Leppänen,82;Leppänen,92;Leppänen,95;Leppänen,92;Leppänen,88
Liikanen,15;Liikanen,16;Liikanen,17;Liikanen,18;Liikanen,22;Liikanen,28;Liikanen,35;Liikanen,40;Liikanen,40;Liikanen,38;Liikanen,35
Lindeman,12;Lindeman,12;Lindeman,11;Lindeman,10;Lindeman,8;Lindeman,6;Lindeman,5;Lindeman,4;Lindeman,3;Lindeman,2;Lindeman,2
Linna,2;Linna,4;Linna,8;Linna,14;Linna,22;Linna,32;Linna,40;Linna,45;Linna,45;Linna,42;Linna,40
Lintunen,12;Lintunen,13;Lintunen,14;Lintunen,15;Lintunen,18;Lintunen,22;Lintunen,28;Lintunen,32;Lintunen,32;Lintunen,30;Lintunen,28
Liukkonen,20;Liukkonen,21;Liukkonen,22;Liukkonen,24;Liukkonen,28;Liukkonen,35;Liukkonen,42;Liukkonen,48;Liukkonen,48;Liukkonen,45;Liukkonen,42
Lukkari,15;Lukkari,16;Lukkari,17;Lukkari,18;Lukkari,22;Lukkari,28;Lukkari,35;Lukkari,40;Lukkari,40;Lukkari,38;Lukkari,35
Lumme,0;Lumme,1;Lumme,3;Lumme,6;Lumme,12;Lumme,18;Lumme,22;Lumme,25;Lumme,25;Lumme,22;Lumme,20
Luoma,20;Luoma,21;Luoma,23;Luoma,26;Luoma,35;Luoma,48;Luoma,58;Luoma,65;Luoma,65;Luoma,62;Luoma,60
Luostarinen,12;Luostarinen,13;Luostarinen,14;Luostarinen,15;Luostarinen,18;Luostarinen,22;Luostarinen,28;Luostarinen,32;Luostarinen,32;Luostarinen,30;Luostarinen,28
Lyytikäinen,18;Lyytikäinen,19;Lyytikäinen,20;Lyytikäinen,22;Lyytikäinen,25;Lyytikäinen,32;Lyytikäinen,38;Lyytikäinen,45;Lyytikäinen,45;Lyytikäinen,42;Lyytikäinen,40
Mäkelä,15;Mäkelä,18;Mäkelä,32;Mäkelä,55;Mäkelä,95;Mäkelä,135;Mäkelä,160;Mäkelä,175;Mäkelä,175;Mäkelä,165;Mäkelä,155
Mäki,10;Mäki,12;Mäki,18;Mäki,28;Mäki,45;Mäki,65;Mäki,78;Mäki,85;Mäki,88;Mäki,85;Mäki,80
Mäkinen,0;Mäkinen,5;Mäkinen,25;Mäkinen,65;Mäkinen,135;Mäkinen,175;Mäkinen,195;Mäkinen,210;Mäkinen,205;Mäkinen,195;Mäkinen,185
Makkonen,25;Makkonen,26;Makkonen,28;Makkonen,32;Makkonen,38;Makkonen,48;Makkonen,58;Makkonen,65;Makkonen,68;Makkonen,65;Makkonen,62
Malinen,22;Malinen,23;Malinen,24;Malinen,26;Malinen,30;Malinen,38;Malinen,45;Malinen,52;Malinen,52;Malinen,50;Malinen,48
Manninen,30;Manninen,31;Manninen,33;Manninen,38;Manninen,48;Manninen,62;Manninen,75;Manninen,85;Manninen,88;Manninen,85;Manninen,82
Martikainen,28;Martikainen,29;Martikainen,30;Martikainen,32;Martikainen,35;Martikainen,42;Martikainen,52;Martikainen,58;Martikainen,58;Martikainen,55;Martikainen,52
Mattila,40;Mattila,41;Mattila,43;Mattila,48;Mattila,58;Mattila,72;Mattila,85;Mattila,95;Mattila,95;Mattila,92;Mattila,88
Miettinen,35;Miettinen,36;Miettinen,38;Miettinen,42;Miettinen,50;Miettinen,65;Miettinen,78;Miettinen,88;Miettinen,92;Miettinen,88;Miettinen,85
Moilanen,28;Moilanen,29;Moilanen,30;Moilanen,32;Moilanen,38;Moilanen,48;Moilanen,58;Moilanen,65;Moilanen,68;Moilanen,65;Moilanen,62
Mustonen,25;Mustonen,26;Mustonen,28;Mustonen,32;Mustonen,38;Mustonen,48;Mustonen,58;Mustonen,65;Mustonen,68;Mustonen,65;Mustonen,62
Myllylä,10;Myllylä,11;Myllylä,13;Myllylä,15;Myllylä,22;Myllylä,32;Myllylä,42;Myllylä,48;Myllylä,48;Myllylä,45;Myllylä,42
Myllyniemi,2;Myllyniemi,3;Myllyniemi,5;Myllyniemi,8;Myllyniemi,15;Myllyniemi,22;Myllyniemi,28;Myllyniemi,32;Myllyniemi,32;Myllyniemi,30;Myllyniemi,28
Myöhänen,12;Myöhänen,13;Myöhänen,14;Myöhänen,15;Myöhänen,18;Myöhänen,22;Myöhänen,28;Myöhänen,32;Myöhänen,32;Myöhänen,30;Myöhänen,28
Nevalainen,28;Nevalainen,29;Nevalainen,30;Nevalainen,32;Nevalainen,38;Nevalainen,48;Nevalainen,58;Nevalainen,65;Nevalainen,68;Nevalainen,65;Nevalainen,62
Niemi,15;Niemi,18;Niemi,25;Niemi,42;Niemi,75;Niemi,105;Niemi,125;Niemi,135;Niemi,132;Niemi,125;Niemi,115
Nieminen,5;Nieminen,12;Nieminen,28;Nieminen,65;Nieminen,125;Nieminen,165;Nieminen,185;Nieminen,195;Nieminen,190;Nieminen,180;Nieminen,170
Niinimäki,2;Niinimäki,3;Niinimäki,5;Niinimäki,8;Niinimäki,15;Niinimäki,22;Niinimäki,28;Niinimäki,32;Niinimäki,32;Niinimäki,30;Niinimäki,28
Nikula,12;Nikula,13;Nikula,14;Nikula,16;Nikula,22;Nikula,32;Nikula,42;Nikula,48;Nikula,48;Nikula,45;Nikula,42
Niskanen,30;Niskanen,31;Niskanen,32;Niskanen,35;Niskanen,42;Niskanen,52;Niskanen,62;Niskanen,70;Niskanen,72;Niskanen,70;Niskanen,68
Nurmi,2;Nurmi,5;Nurmi,12;Nurmi,22;Nurmi,45;Nurmi,65;Nurmi,85;Nurmi,95;Nurmi,92;Nurmi,88;Nurmi,85
Nurminen,1;Nurminen,3;Nurminen,8;Nurminen,18;Nurminen,38;Nurminen,55;Nurminen,72;Nurminen,82;Nurminen,85;Nurminen,82;Nurminen,78
Nykänen,35;Nykänen,36;Nykänen,38;Nykänen,42;Nykänen,48;Nykänen,58;Nykänen,68;Nykänen,78;Nykänen,80;Nykänen,78;Nykänen,75
Ojala,18;Ojala,20;Ojala,25;Ojala,35;Ojala,55;Ojala,75;Ojala,88;Ojala,98;Ojala,100;Ojala,95;Ojala,90
Oksanen,8;Oksanen,10;Oksanen,15;Oksanen,25;Oksanen,45;Oksanen,62;Oksanen,78;Oksanen,88;Oksanen,90;Oksanen,85;Oksanen,80
Paajanen,15;Paajanen,16;Paajanen,17;Paajanen,18;Paajanen,22;Paajanen,28;Paajanen,35;Paajanen,40;Paajanen,40;Paajanen,38;Paajanen,35
Paavola,12;Paavola,13;Paavola,15;Paavola,20;Paavola,28;Paavola,38;Paavola,48;Paavola,55;Paavola,55;Paavola,52;Paavola,50
Pakarinen,28;Pakarinen,29;Pakarinen,30;Pakarinen,32;Pakarinen,35;Pakarinen,45;Pakarinen,55;Pakarinen,65;Pakarinen,68;Pakarinen,65;Pakarinen,62
Partanen,32;Partanen,33;Partanen,34;Partanen,36;Partanen,42;Partanen,55;Partanen,68;Partanen,78;Partanen,80;Partanen,78;Partanen,75
Parviainen,25;Parviainen,26;Parviainen,28;Parviainen,32;Parviainen,38;Parviainen,48;Parviainen,58;Parviainen,65;Parviainen,65;Parviainen,62;Parviainen,60
Peltola,10;Peltola,12;Peltola,18;Peltola,28;Peltola,42;Peltola,58;Peltola,72;Peltola,82;Peltola,85;Peltola,82;Peltola,78
Peltonen,8;Peltonen,12;Peltonen,22;Peltonen,45;Peltonen,78;Peltonen,105;Peltonen,125;Peltonen,135;Peltonen,132;Peltonen,125;Peltonen,115
Penttinen,28;Penttinen,29;Penttinen,30;Penttinen,32;Penttinen,38;Penttinen,48;Penttinen,58;Penttinen,65;Penttinen,65;Penttinen,62;Penttinen,60
Pesonen,30;Pesonen,31;Pesonen,32;Pesonen,35;Pesonen,42;Pesonen,55;Pesonen,68;Pesonen,78;Pesonen,80;Pesonen,78;Pesonen,75
Pietilä,20;Pietilä,21;Pietilä,23;Pietilä,28;Pietilä,35;Pietilä,48;Pietilä,58;Pietilä,65;Pietilä,68;Pietilä,65;Pietilä,62
Piironen,15;Piironen,16;Piironen,17;Piironen,18;Piironen,22;Piironen,28;Piironen,35;Piironen,40;Piironen,40;Piironen,38;Piironen,35
Pitkänen,35;Pitkänen,36;Pitkänen,38;Pitkänen,42;Pitkänen,50;Pitkänen,65;Pitkänen,78;Pitkänen,88;Pitkänen,90;Pitkänen,85;Pitkänen,82
Pulkkinen,38;Pulkkinen,39;Pulkkinen,40;Pulkkinen,42;Pulkkinen,48;Pulkkinen,58;Pulkkinen,72;Pulkkinen,82;Pulkkinen,85;Pulkkinen,82;Pulkkinen,78
Puranen,12;Puranen,13;Puranen,14;Puranen,15;Puranen,18;Puranen,22;Puranen,28;Puranen,32;Puranen,32;Puranen,30;Puranen,28
Puustinen,18;Puustinen,19;Puustinen,20;Puustinen,22;Puustinen,25;Puustinen,32;Puustinen,38;Puustinen,45;Puustinen,45;Puustinen,42;Puustinen,40
Pylkkänen,15;Pylkkänen,16;Pylkkänen,17;Pylkkänen,18;Pylkkänen,22;Pylkkänen,28;Pylkkänen,35;Pylkkänen,40;Pylkkänen,40;Pylkkänen,38;Pylkkänen,35
Raatikainen,22;Raatikainen,23;Raatikainen,24;Raatikainen,26;Raatikainen,32;Raatikainen,42;Raatikainen,52;Raatikainen,58;Raatikainen,58;Raatikainen,55;Raatikainen,52
Raitio,0;Raitio,0;Raitio,2;Raitio,6;Raitio,12;Raitio,18;Raitio,22;Raitio,25;Raitio,25;Raitio,22;Raitio,20
Ranta,0;Ranta,1;Ranta,5;Ranta,15;Ranta,35;Ranta,55;Ranta,72;Ranta,82;Ranta,85;Ranta,82;Ranta,78
Rantanen,1;Rantanen,4;Rantanen,15;Rantanen,45;Rantanen,95;Rantanen,135;Rantanen,155;Rantanen,165;Rantanen,162;Rantanen,155;Rantanen,145
Rauhala,2;Rauhala,4;Rauhala,8;Rauhala,15;Rauhala,25;Rauhala,35;Rauhala,42;Rauhala,48;Rauhala,48;Rauhala,45;Rauhala,42
Rautio,20;Rautio,21;Rautio,22;Rautio,25;Rautio,35;Rautio,52;Rautio,68;Rautio,78;Rautio,80;Rautio,78;Rautio,75
Reinikainen,18;Reinikainen,19;Reinikainen,20;Reinikainen,22;Reinikainen,25;Reinikainen,32;Reinikainen,42;Reinikainen,48;Reinikainen,48;Reinikainen,45;Reinikainen,42
Repo,15;Repo,16;Repo,17;Repo,20;Repo,28;Repo,38;Repo,48;Repo,55;Repo,58;Repo,55;Repo,52
Rissanen,42;Rissanen,43;Rissanen,45;Rissanen,48;Rissanen,55;Rissanen,65;Rissanen,78;Rissanen,88;Rissanen,90;Rissanen,88;Rissanen,85
Rinne,0;Rinne,1;Rinne,8;Rinne,22;Rinne,55;Rinne,85;Rinne,105;Rinne,115;Rinne,112;Rinne,108;Rinne,100
Ronkainen,20;Ronkainen,21;Ronkainen,22;Ronkainen,24;Ronkainen,28;Ronkainen,35;Ronkainen,42;Ronkainen,48;Ronkainen,48;Ronkainen,45;Ronkainen,42
Ruotsalainen,32;Ruotsalainen,33;Ruotsalainen,35;Ruotsalainen,38;Ruotsalainen,45;Ruotsalainen,55;Ruotsalainen,68;Ruotsalainen,78;Ruotsalainen,82;Ruotsalainen,80;Ruotsalainen,78
Ryhänen,15;Ryhänen,16;Ryhänen,17;Ryhänen,18;Ryhänen,22;Ryhänen,28;Ryhänen,35;Ryhänen,40;Ryhänen,40;Ryhänen,38;Ryhänen,35
Saarela,8;Saarela,10;Saarela,14;Saarela,20;Saarela,32;Saarela,45;Saarela,55;Saarela,62;Saarela,65;Saarela,62;Saarela,60
Saari,10;Saari,12;Saari,15;Saari,25;Saari,45;Saari,68;Saari,85;Saari,95;Saari,98;Saari,95;Saari,90
Saarinen,1;Saarinen,4;Saarinen,15;Saarinen,42;Saarinen,92;Saarinen,130;Saarinen,155;Saarinen,168;Saarinen,165;Saarinen,158;Saarinen,148
Salmela,15;Salmela,16;Salmela,18;Salmela,25;Salmela,38;Salmela,52;Salmela,65;Salmela,72;Salmela,75;Salmela,72;Salmela,70
Salmi,5;Salmi,7;Salmi,12;Salmi,22;Salmi,42;Salmi,62;Salmi,78;Salmi,88;Salmi,90;Salmi,85;Salmi,82
Salminen,2;Salminen,8;Salminen,22;Salminen,55;Salminen,115;Salminen,155;Salminen,175;Salminen,185;Salminen,180;Salminen,172;Salminen,165
Salo,1;Salo,5;Salo,15;Salo,35;Salo,75;Salo,110;Salo,135;Salo,148;Salo,150;Salo,145;Salo,138
Salonen,2;Salonen,6;Salonen,18;Salonen,45;Salonen,98;Salonen,138;Salonen,162;Salonen,175;Salonen,172;Salonen,165;Salonen,155
Savolainen,45;Savolainen,46;Savolainen,48;Savolainen,52;Savolainen,65;Savolainen,82;Savolainen,98;Savolainen,110;Savolainen,115;Savolainen,112;Savolainen,108
Seppälä,25;Seppälä,26;Seppälä,28;Seppälä,35;Seppälä,52;Seppälä,72;Seppälä,88;Seppälä,98;Seppälä,100;Seppälä,95;Seppälä,90
Seppänen,35;Seppänen,36;Seppänen,38;Seppänen,42;Seppänen,55;Seppänen,72;Seppänen,88;Seppänen,102;Seppänen,105;Seppänen,102;Seppänen,98
Sievinen,12;Sievinen,13;Sievinen,14;Sievinen,15;Sievinen,18;Sievinen,22;Sievinen,28;Sievinen,32;Sievinen,32;Sievinen,30;Sievinen,28
Sillanpää,5;Sillanpää,7;Sillanpää,12;Sillanpää,22;Sillanpää,42;Sillanpää,62;Sillanpää,78;Sillanpää,88;Sillanpää,90;Sillanpää,85;Sillanpää,82
Siltanen,1;Siltanen,2;Siltanen,6;Siltanen,12;Siltanen,22;Siltanen,32;Siltanen,42;Siltanen,48;Siltanen,48;Siltanen,45;Siltanen,42
Simola,15;Simola,16;Simola,17;Simola,18;Simola,22;Simola,28;Simola,35;Simola,40;Simola,40;Simola,38;Simola,35
Sivonen,18;Sivonen,19;Sivonen,20;Sivonen,22;Sivonen,25;Sivonen,32;Sivonen,38;Sivonen,45;Sivonen,45;Sivonen,42;Sivonen,40
Soininen,22;Soininen,23;Soininen,24;Soininen,26;Soininen,32;Soininen,42;Soininen,52;Soininen,58;Soininen,58;Soininen,55;Soininen,52
Sormunen,15;Sormunen,16;Sormunen,17;Sormunen,18;Sormunen,22;Sormunen,28;Sormunen,35;Sormunen,40;Sormunen,40;Sormunen,38;Sormunen,35
